number,title,local_title,title_data,organization,first_year,place,additional_data,heading,period,source,editiontype,price 1955,edition 1955,price 1956,edition 1956,price 1957,edition 1957,price 1958,edition 1958,price 1959,edition 1959,price 1960,edition 1960
5228,Сборник трудов Харьковского на—учногисследовательского института вакцин и сывороток им,,,33,1939,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,1017.0,2167.0,1000.0,550.0,1200.0,979500.0,,,,,880.0,500.0
5229,Сборник трудов,,,"Якут, филиал. Ин—т туберкулеза",1951,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,520.0,2000.0,,
5230,Современные проблемы туберкулеза,,,,1950,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,Двухмес,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,490.0,,545.0,,700.0,,700.0,,700.0,,,
5231,Труды Армянской противочумной станции,,,Армянской противочумной станции,1960,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,2000.0,1000.0
5232,Труды Астраханской противочумной станции,,,Астраханской противочумной станции,,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,6001.0,,,,,,600.0,,,,
5233,Труды Ашхабадского института эпидемиологии и гигиены,,,Ашхабадского института эпидемиологии и гигиены,1955,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,500.0,,,,,,500.0,,,,
5234,Труды,,,Вильнюсский науч.—исслед. ин—т эпидемиологии и гигиены,,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,600.0,1000.0
5235,"Труды Владивостокского научно—исследовательского института эпидемиологии, микробиологии и гигиены",,,"Владивостокского научно—исследовательского института эпидемиологии, микробиологии и гигиены",1958,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,500.0,,,,
5201,"*Труды Днепропетровского научно—исследовательского института эпидемиологии, микробиологии и гигиены им",См. 5201.,См. 5201.,См. 5201.,См. 5201.,См. 5201.,См. 5201.,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,,
5239,*Труды Института,См. 5239.,См. 5239.,См. 5239.,См. 5239.,См. 5239.,См. 5239.,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,,
5236,Труды Института малярии и медицинской паразитологии,,,Института малярии и медицинской паразитологии,1924,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,45.0,500.0,,,,,,,,,,
1038,*Груды Института «Микроб»,См. 1038.,См. 1038.,См. 1038.,См. 1038.,См. 1038.,См. 1038.,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,,
5237,Труды Института,,,"Моск, науч.—исслед. ин—т вакцин и сывороток им. И. И. Мечникова",1939,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,500.0,1933.0,550.0,1000.0,1200.0,1000.0,1225.0,1000.0,900.0,1000.0
5238,Труды Института препаратов против полиомиелита,,,"Моск, науч.—исслед. ин—т препаратов против полиомиелита",,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,875.0,2500.0,,
5239,Труды Института туберкулеза,,,Акад. мед. паук СССР,1946,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,500.0,2000.0,1200.0,1000.0,880.0,9000.0,,,,
5243,"* Труды Института эпидемиологии, микробиологии и гигиены им",См. 5243.,См. 5243.,См. 5243.,См. 5243.,См. 5243.,См. 5243.,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,,
5240,Труды Иркутского научно—исследовательского института эпидемиологии и гигиены,,,"Иркут, ин—т эпидемиологии и микробиологии",1936,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,600.0,1000.0
5241,Труды Казанского научно—исследовательского института эпидемиологии и гигиены,,,"Казан, ин—т эпидемиологии и микробиологии",1948,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,1000.0,500.0,,,1000.0,500.0,1000.0,500.0
5242,Труды Ленинградского И ВС [Ин—т вакцин и сывороток],,,Ленингр. науч.—исслед. ин—т вакцин и сывороток,1944,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,2000.0,1000.0,500.0,1000.0
5243,"Труды Ленинградского института эпидемиологии, микробиологии и гигиены им Пастера",,,"Ленинградского института эпидемиологии, микробиологии и гигиены им Пастера",1935,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,833.0,1833.0,900.0,1000.0,500.0,1000.0
5242,*Труды Ленинградского научно—исследовательского института вакцин и сывороток,См. 5242.,См. 5242.,См. 5242.,См. 5242.,См. 5242.,См. 5242.,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,,
5244,"*Труды Московского института эпиде миологии, микробиологии и гигиены",См. 5244.,См. 5244.,См. 5244.,См. 5244.,См. 5244.,См. 5244.,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,,
5237,*Труды Московского научно—исследовательского института вакцин и сывороток им,См. 5237.,См. 5237.,См. 5237.,См. 5237.,См. 5237.,См. 5237.,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,,
5244,"Труды Московского научно—исследовательского института эпидемиологии, микробиологии и гигиены",,,"Московского научно—исследовательского института эпидемиологии, микробиологии и гигиены",1936,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,6100.0,1200.0,,,6100.0,1700.0
5233,*Труды Научно—исследовательского института малярии и медицинской паразитологии Минздрава ТССР,См. 5233.,См. 5233.,См. 5233.,См. 5233.,См. 5233.,См. 5233.,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,,
5245,Труды Научно—исследовательского противочумного института Кавказа и Закавказья,,,Научно—исследовательского противочумного института Кавказа и Закавказья,,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,1200.0,1250.0,,,,,1973.0,1000.0,1150.0,700.0
5246,Труды Одесского научно—исследовательского института эпидемиологии и микробиологии нм,,,Одесского научно—исследовательского института эпидемиологии и микробиологии нм,1946,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,620.0,875.0,,,,,620.0,1000.0
5247,"Труды Омского* научно—исследовательского института эпидемиологии, микробиологии и гигиены",,,Омского обл,1952,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,540.0,800.0,,,1230.0,800.0,540.0,1000.0,780.0,1000.0,,
5248,Труды Пермского научно—исследовательского института вакцин и сывороток,,,5,1922,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,375.0,750.0,,
5249,Труды,,,Респ. науч.—исслед. ии—т туберкулеза,1937,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,935.0,700.0,935.0,500.0,,,1610.0,1000.0,,
5250,Труды Ростовского—на—Дону государственного научно—исследовательского противочумного института,,,Ростовского—на—Дону государственного научно—исследовательского противочумного института,1939,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,1375.0,1000.0,1375.0,1000.0,1375.0,1350.0,,,1067.0,1133.0,650.0,700.0
5251,Труды Среднеазиатского научно—исследовательского противочумного института,,,Среднеазиатского научно—исследовательского противочумного института,,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,2000.0,1250.0,,,2000.0,1290.0,2000.0,1250.0,,
5252,Труды Ташкентского научно—исследовательского института вакцин и сывороток,,,18,1934,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,2200.0,1000.0,1075.0,650.0,,,,,1590.0,1000.0,,
5253,Труды,,,Тбилис. науч —исслед. ин—твакцин и сывороток М—ва здравоохранения СССР,,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,5001.0,,,,
5254,Труды,,,Томский науч.—исслед. ин—твакцин и сывороток М—ва здравоохранения СССР,1944,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,1200.0,600.0,500.0,900.0,,,500.0,1500.0,1200.0,2000.0,1160.0,1725.0
5255,Труды Туркменской противочумной станции,,,Туркменской противочумной станции,1958,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,1200.0,,,,
5256,Труды Узбекистанского института малярии и медицинской паразитологии,,,Узбекистанского института малярии и медицинской паразитологии,,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,1000.0,500.0,,,1000.0,500.0,1000.0,600.0,,
5257,Труды Уфимского научно—исследовательского института вакцин и сывороток им,,,"Башкир, ин—т эпидемиологии, микробиологии и санитарии «БИЭМС»",1941,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,935.0,500.0,,,935.0,500.0,935.0,500.0,,,,
5228,*Труды Харьковского научно—исследовательского института вакцин и сывороток им,См. 5228.,См. 5228.,См. 5228.,См. 5228.,См. 5228.,См. 5228.,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,,
5258,Ученые записки,,,Дагест. науч.—исслед. ин—т по производству питательных сред,,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,1000.0,,800.0,,,,,,
5259,Бюллетень по обмену опытом ра—боты лечебно—профилактических и санитарно—противоэпидемическихучрежденийОдесской области,,,Одес. обл. отд. здравоохранения. Обл. ком—т Профсоюза мед. работников,,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,,,,,2500.0,,,,,,
5267,*Бюллетень Центральной научно—исследовательской лаборатории гигиены и эпидемиологии «ЦНИЛГЭ»,См. 5267.,См. 5267.,См. 5267.,См. 5267.,См. 5267.,См. 5267.,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,,,,,,,,,,,
5260,В помощь работникам отделов особо опасных инфекций санэпидстанций,,,"Иркут, гос. науч.—исслед. противочумной ин—т Сибири и Дальнего Восто—№№ 1—3. 1960. 400—600 экз. Б. ц",,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,,,,,,,,,,,500.0
5261,Инструктивно—методические материалы,,,"Молдав. науч.—исслед. ин—т эпидемиологии, микробиологии и гигиены",1952,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,1750.0,,,,,,,,1000.0,,
5262,Инструктивно—методические материалы,,,"Науч.—исслед. ин—т эпидемиологии, микробиологии и гигиены",1956,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,,,875.0,,1000.0,,,,,,
5263,"Информационное письмо санитарно—эпидемиологическим станциям и лечебным учреждениям СССР, М",,,М—воздравоохранения СССР. Глав. упр. ин—тов вакцин и сывороток,1956,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,,,6000.0,,,,,,,,
5264,Информационно—методический бюллетень,,,"Казах, ин—т эпидемиологии, микробиологии и гигиены",,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,,,500.0,,2830.0,,,,,,
5266,* Материалы по обмену опытом,См. 5266.,См. 5266.,См. 5266.,См. 5266.,См. 5266.,См. 5266.,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,,,,,,,,,,,
5265,Материалы по обмену опытом научно—производственной работы И ЭМ [Ин—т эпидемиологии и микробиологии) им,,,,1959,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,,,,,,,,1000.0,1200.0,,
5266,Материалы по обмену опытом,,,Упр. ин—тов вакцин и сывороток,,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,500.0,560.0,500.0,900.0,500.0,1000.0,500.0,1000.0,350.0,1000.0,433.0,833.0
5267,Методические материалы и научные сообщения,,,"Центр, науч.—исслед. лаборатория гигиены и эпидемиологии",1959,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,,200.0,288.0,200.0,600.0,200.0,600.0,200.0,1167.0,193.0,1200.0
5268,Обзор Регионального Центра СССР по гриппу,,,,,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,,,,,,,,,225.0,,200.0
5266,* Сборник материалов по обмену опытом между медицинских и научно—исследователь— работы научно—исследовательских инсти—ских институтов РСФСР,См. 5266.,См. 5266.,См. 5266.,См. 5266.,См. 5266.,См. 5266.,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,,,,,,,,,,,
5269,Реферативно—информационный бюллетень научных исследований по туберку—Вып,,,,1958,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,,,,,,,2000.0,,,,
5270,Вестник хирургии им,,,М—во здравоохранения СССР. Хирургич. о—во Пирогова,1922,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,Ежемес,Летопись печатных и периодических изданий СССР. 1955 - 1960,ЖУРНАЛЫ,,,,,,,600.0,98012290.0,,,600.0,12290.0
5271,Вопросы нейрохирургии,,,М—во здравоохранения СССР,1937,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,Двухмес,Летопись печатных и периодических изданий СССР. 1955 - 1960,ЖУРНАЛЫ,,,,,,,,,,,400.0,3204.0
5272,Вопросы онкологии,,,М—во здравоохранения СССР,1955,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,Ежемес,Летопись печатных и периодических изданий СССР. 1955 - 1960,ЖУРНАЛЫ,,,,,,,,,,,600.0,4880.0
5273,Грудная хирургия,,,М—во здравоохранения СССР,1959,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,Двухмес,Летопись печатных и периодических изданий СССР. 1955 - 1960,ЖУРНАЛЫ,,,,,,,,,,,600.0,2921.0
5274,Новый хирургический архив,,,,1921,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,Двухмес,Летопись печатных и периодических изданий СССР. 1955 - 1960,ЖУРНАЛЫ,,,,,,,,,,,600.0,4545.0
5275,"Ортопедия, травматология и протезирование",,,М—во здравоохранения СССР,1927,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,Ежемес,Летопись печатных и периодических изданий СССР. 1955 - 1960,ЖУРНАЛЫ,400.0,6225.0,400.0,7125.0,400.0,6700.0,400.0,6125.0,,,500.0,5968.0
5276,Урология,,,М—во здравоохранения СССР,1923,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,Двухмес,Летопись печатных и периодических изданий СССР. 1955 - 1960,ЖУРНАЛЫ,,,,,,,,,,,500.0,5119.0
5277,Хирургия,,,М—во здравоохранения СССР,1925,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,Ежемес,Летопись печатных и периодических изданий СССР. 1955 - 1960,ЖУРНАЛЫ,,,400.0,22023.0,700.0,24004.0,600.0,24338.0,600.0,22802.0,600.0,22418.0
5278,Экспериментальная хирургия,,,Акад. мед. наук СССР и М—во здравоохранения СССР,1956,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,Двухмес,Летопись печатных и периодических изданий СССР. 1955 - 1960,ЖУРНАЛЫ,,,,,,,,,,,300.0,3190.0
5279,Вопросы клинической хирургии,,,Арханг. гос. мед. ин—т,1958,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,600.0,500.0,,,,
5282,*Вопросы ортопедии и травматологии,См. 5282.,См. 5282.,См. 5282.,См. 5282.,См. 5282.,См. 5282.,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,,
5176,*Вопросы рентгенологии и онкологии,См. 5176.,См. 5176.,См. 5176.,См. 5176.,См. 5176.,См. 5176.,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,,
5280,Вопросы травматизма,,,Сталингр. гос. мед. ин—т,1960,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,1000.0,750.0
5281,Вопросы травматологии и ортопедии,,,"Иркут, гос.науч.—исслед. ин—т травматологии и ортопедии М—ва здравоохранения РСФСР",1951,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,400.0,2000.0,400.0,1783.0,600.0,1000.0,,
5282,Вопросы травматологии и ортопедии,,,"Казан, гос. науч.—исслед. ин—т травматологии и ортопедии",1947,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,1175.0,900.0,,,,,1390.0,1000.0
5283,Вопросы травматологии и ортопедии,,,"Центр, ин—т травматологии и ортопедии",1956,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,1200.0,,,,,,,,
5284,Вопросы травматологии и ортопедии,,,Сталинский науч.—исслед. ин—т травматологии. ортопедии и протезирования,1960,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,380.0,700.0
5314,"* Вопросы травматологии, ортопедии и восстановительной хирургии",См. 5314.,См. 5314.,См. 5314.,См. 5314.,См. 5314.,См. 5314.,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,,
5285,Материалы по борьбе со злокачественными опухолями,,,"Респ. онкол. диспансер и Факультетская хирургич. клиника Башкир, гос. мед. ин—та",1951,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,73.0,1000.0,88.0,1000.0,,,133.0,1000.0,380.0,1000.0,,
5286,Научные труды Сталинградского областного онкологического диспансера,,,Сталинградского областного онкологического диспансера,1958,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,1000.0,500.0,,,1000.0,550.0
5287,"Новые хирургические аппараты и инструменты и опыт их применения, М",,,Науч.—исслед. ин—т эксперим. хирургич. аппаратуры и инструментов,1957,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,550.0,1000.0,550.0,1000.0,,,550.0,1000.0
5288,Проблемы нейрохирургии,,,Укр. науч.—исслед. ин—т нейрохирургии,1955,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,1133.0,3625.0,,,1500.0,1200.0,,,1485.0,1950.0,,
5289,"Сборник научных работ Горьковского научно—исследовательского института восстановительной хирургии, ортопедии и травматологии",,,зарегистр. в «Вып. лет.»..,1950,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,735.0,1000.0,,,,,,,,,1438.0,800.0
5290,Сборник научных работ,,,Курган—ское обл. науч.—мед. о—во. Хирургич. секция,,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,1250.0,1500.0,,,,
5286,*Сборник научных работ Сталинградского областного онкологического диспансера,См. 5286.,См. 5286.,См. 5286.,См. 5286.,См. 5286.,См. 5286.,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,,
5296,*Сборник научных трудов,См. 5296.,См. 5296.,См. 5296.,См. 5296.,См. 5296.,См. 5296.,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,,
5291,Сборник научных трудов,,,Ереванский науч.—исслед. ин—т травматологии и ортопедии,1949,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,2565.0,1000.0,,
5292,Сборник научных трудов,,,Ленингр. науч.—исслед. ин—т протезирования,1935,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,1000.0,,,,
