number,title,local_title,title_data,organization,first_year,place,additional_data,heading,period,source,editiontype,price 1961,edition 1961,price 1962,edition 1962,price 1963,edition 1963,price 1964,edition 1964,price 1965,edition 1965
4608,Сборник научно-практических работ,,,Санэпидстанция Четвертого глав. упр. М-ва здравоохранения СССР,1965,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,,,100.0,1000.0
4609,Сборник научных работ,,,Кирг. науч.-исслед. ин-т туберкулеза,1961,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,200.0,1000.0,,,200.0,750.0,140.0,600.0,200.0,500.0
4610,Сборник научных работ Тюменского научно-исследовательского института краевой инфекционной патологии,,,Тюменского научно-исследовательского института краевой инфекционной патологии,,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,,,95.0,500.0
4611,Сборник научных работ,,,Харьк. науч.-исслед. ин-т вакцин и сывороток им. И. И. Мечникова,1939,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,131.0,650.0,,,,
4612,Сборник научных работ Элистинской противочумной станции,,,Элистинской противочумной станции,1959,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,165.0,1000.0,,,,,,,,
4613,Сборник научных трудов,,,"Белорус, ин-т эпидемиологии, микробиологии и гигиены",1955,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,130.0,950.0,,,,,,,,
4614,Сборник научных трудов,,,Кафедра дет. инфекц. болезней Ташк. гос. мед. ин-та,1964,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,160.0,500.0,,
4615,Сборник научных трудов,,,"Науч.-исслед. ин-т эпидемиологии, микробиологии и гигиены",1951,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,113.0,750.0,120.0,800.0,,,,,,
4616,Сборник научных трудов,,,Ставроп. науч.-исслед. ин-т вакцин и сывороток,1947,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,100.0,500.0,,,,,,
4617,Сборник трудов,,,"Владивост. науч.-исслед. ин-т эпидемиологии, микробиологии и гигиены",1958,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,170.0,800.0,,,,,49.0,700.0
4618,Сборник трудов,,,Горьк. науч.-исслед. ин-т эпидемиологии и микробиологии,1951,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,100.0,800.0,,,,,,,,
4619,Сборник трудов Института эпидемиологии и гигиены,,,Ин-т эпидемиологии и микробиологии,1951,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,,,80.0,550.0
4620,Сборник трудов,,,Кафедра микробиологии. Первый Ленингр. мед. ин-т им. акад. И. П. Павлова,1958,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,90.0,2000.0,,,,,,
4621,Сборник трудов ,Шромата кребули,,"Науч.-исслед. ин-т мед. паразитологии и троп, медицины им. С. С. Вирсаладзе",1945,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,115.0,500.0,,,50.0,500.0,100.0,500.0,100.0,500.0
4622,Сборник трудов ,Уз,,,1951,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,123.0,750.0,,,,,,,,
4623,Сборник трудов,,,"Якут, филиал Ин-та туберкулеза Акад. мед. наук СССР",,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,128.0,2000.0,65.0,1000.0,,,,,,
4624,Труды Азербайджанского научно-исследовательского института медицинской паразитологии и тропической медицины им,,,Азербайджанского научно-исследовательского института медицинской паразитологии и тропической медицины им,1932,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,150.0,600.0,,,160.0,400.0
4625,"Труды Азербайджанского научно-исследовательского института эпидемиологии, микробиологии и гигиены",,,,,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,,,100.0,500.0
4626,Труды Азербайджанской противочумной станции,,,Азербайджанской противочумной станции,1959,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,185.0,500.0,,,,,,
4627,Труды Армянской противочумной станции,,,Армянской противочумной станции,1960,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,175.0,600.0,200.0,700.0,,
4628,Труды,,,Ашхаб. ин-т эпидемиологии и гигиены,1955,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,71.0,500.0,,,140.0,500.0,66.0,500.0
4629,"Труды Днепропетровского научно-исследовательского института эпидемиологии, микробиологии и гигиены им",,,,,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,70.0,1000.0,,,,,,
4630,Труды института,,,Ин-т полиомиелита и вирусных энцефалитов,1961,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,82.0,1000.0,,,135.0,1000.0,184.0,1000.0
4631,Труды института,,,Ленингр. науч.-исслед. ии-т хирургич. туберкулеза,1925,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,100.0,1200.0,175.0,1200.0,,,,,,
948,Труды Института микробиологии и вирусологии,См. 948.,См. 948.,См. 948.,См. 948.,См. 948.,См. 948.,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,,,,
4632,Труды института,,,"Моск, науч.-исслед. ин-т вакцин и сывороток им. Мечникова",1939,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,80.0,600.0,85.0,600.0,100.0,1000.0,,,,
4633,Труды института,,,"Моск, науч.-исслед. ин-т вирусных препаратов",1959,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,122.0,1000.0,,,,,,,120.0,1000.0
4634,Труды Иркутского научно-исследовательского института эпидемиологии и микробиологии,,,Иркутского научно-исследовательского института эпидемиологии и микробиологии,1936,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,45.0,1000.0,96.0,1000.0,,,,,114.0,1000.0
4635,Труды,,,"Каз. ин-т эпидемиологии, микробиологии и гигиены",1934,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,290.0,500.0,,,,,,,,
4636,Труды Казахского научно-исследовательского института туберкулеза,,,Каз. науч.-исслед. туберкулезный ин-т,,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,225.0,1850.0,,,,
4637,Труды Ленинградского института эпидемиологии и микробиологии им,,,Ленинградского института эпидемиологии и микробиологии им,1935,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,120.0,1000.0,,,158.0,1000.0,165.0,1000.0,200.0,1000.0
4638,Труды,,,Ленингр. науч.-исслед. ин-т вакцин и сывороток,1944,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,190.0,600.0,,,,
4639,Труды Московского научно-исследовательского института эпидемиологии и микробиологии Министерства здравоохранения РСФСР,,,Московского научно-исследовательского института эпидемиологии и микробиологии Министерства здравоохранения РСФСР,1936,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,100.0,1500.0,100.0,1200.0,,,,,,
4640,Труды Научно-исследовательского института туберкулеза,,,Научно-исследовательского института туберкулеза,,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,65.0,700.0,,,,,100.0,500.0
4641,Труды Научно-исследовательского противочумного института Кавказа и Закавказья,,,Научно-исследовательского противочумного института Кавказа и Закавказья,1956,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,178.0,1000.0,,,,,,,,
4642,Труды Одесского научно-исследовательского института эпидемиологии и микробиологии им,,,Одесского научно-исследовательского института эпидемиологии и микробиологии им,1946,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,62.0,1000.0,,,,,,,,
4643,Труды ,Шромеби,,Респ. науч.-исслед. ин-т туберкулеза,1937,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,180.0,500.0,,,180.0,500.0,,
4644,Труды Ростовского-на-Дону государственного научно-исследовательского противочумного института,,,Ростовского-на-Дону государственного научно-исследовательского противочумного института,1939,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,100.0,700.0,,,,,,,,
4645,Труды Среднеазиатского научно-исследовательского противочумного института,,,«Сборник работ Кирг. противочумной станции»,1951,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,200.0,800.0,,,,,,,,
4646,Труды Ташкентского научно-исследовательского института вакцин и сывороток,,,Ташкентского научно-исследовательского института вакцин и сывороток,1934,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,160.0,1000.0,122.0,500.0,,,,,,
4647,Труды,,,Томский науч.-исслед. ин-т вакцин и сывороток,1944,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,170.0,1500.0,,,145.0,1500.0,180.0,1500.0,165.0,1500.0
4192,Труды Украинского республиканского научного общества паразитологов,См. 4192.,См. 4192.,См. 4192.,См. 4192.,См. 4192.,См. 4192.,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,,,,
4648,Труды Уфимского научно-исследовательского института вакцин и сывороток им,,,"Башк. ин-т эпидемиологии, микробиологии и санитарии «БИЭМС»",1941,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,151.0,500.0,,,100.0,500.0,,
4649,Труды Центрального института туберкулеза М3 СССР,,,Ин-т туберкулеза,1946,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,154.0,700.0,,,,,185.0,1961700.0,,
4650,Ученые записки,,,Дагест. науч.-исслед. ин-т по производству питательных сред,,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,115.0,1000.0,,
4651,Ученые записки,,,"Хабар, науч.-исслед. ин-т эпидемиологии и микробиологии",1951,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,35.0,1200.0,45.0,1000.0,,,,,,
4652,Вирусы и вирусные заболевания,,,Ин-т вирусологии им. Д. И. Ивановского,1957,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,,,,,,,300.0,,
4653,Инструктивно-методические материалы,,,"Кирг. науч.-исслед. ин-т эпидемиоло-гии, микробиологии и гигиены",1956,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,,36.0,1000.0,36.0,600.0,,,36.0,700.0
4654,Инструктивно-методические материалы,,,"Молдав. науч.-исслед. ин-т эпидемиологии, микробиологии и гигиены",1962,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,800.0,,,,,,,,
4655,Методическое письмо ,Metodinis laiskas,,Вильнюсский науч.-исслед. ин-т эпидемиологии и гигиены,,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,700.0,,1150.0,,,,,,
4656,Новые средства для дезинфекции и дезинсекции,,,М-во здравоохранения СССР,1963,,,и)Медицинская микробиология и иммунология. Инфекционные болезни. Эпидемиология. Паразитология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,,,,,7000.0,,600.0,,3000.0
4657,Вестник хирургии им,,,"М-во здравоохранения СССР. Хирургия, о-во Пирогова",1922,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,Ежемес,Летопись печатных и периодических изданий СССР. 1961 - 1965,ЖУРНАЛЫ,60.0,12765.0,60.0,13166.0,60.0,13408.0,60.0,12670.0,60.0,13026.0
4658,Вопросы нейрохирургии,,,М-во здравоохранения СССР,1937,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,Двухмес,Летопись печатных и периодических изданий СССР. 1961 - 1965,ЖУРНАЛЫ,40.0,3200.0,40.0,3337.0,40.0,3352.0,40.0,3159.0,,
4659,Вопросы онкологии,,,М-во здравоохранения СССР,1955,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,Ежемес,Летопись печатных и периодических изданий СССР. 1961 - 1965,ЖУРНАЛЫ,60.0,5083.0,60.0,5348.0,60.0,5173.0,60.0,4764.0,,
4660,Грудная хирургия,,,М-во здравоохранения СССР,1959,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,Двухмес,Летопись печатных и периодических изданий СССР. 1961 - 1965,ЖУРНАЛЫ,,,60.0,3661.0,60.0,3594.0,60.0,3419.0,60.0,3296.0
4661,Клиническая хирургия,,,,,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,Ежемес,Летопись печатных и периодических изданий СССР. 1961 - 1965,ЖУРНАЛЫ,50.0,4283.0,50.0,5078.0,50.0,5357.0,50.0,5909.0,50.0,6025.0
4662,"Ортопедия, травматология и протезирование",,,М-во здравоохранения СССР,,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,Ежемес,Летопись печатных и периодических изданий СССР. 1961 - 1965,ЖУРНАЛЫ,50.0,5867.0,50.0,6133.0,50.0,6239.0,50.0,6177.0,50.0,6621.0
4663,Урология н нефрология,,,М-во здравоохранения СССР,1923,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,Двухмес,Летопись печатных и периодических изданий СССР. 1961 - 1965,ЖУРНАЛЫ,50.0,5301.0,,,50.0,5838.0,50.0,7141.0,,
4664,Хирургия,,,М-во здравоохранения СССР,1925,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,Ежемес,Летопись печатных и периодических изданий СССР. 1961 - 1965,ЖУРНАЛЫ,60.0,22698.0,60.0,22551.0,60.0,21876.0,60.0,20046.0,60.0,20896.0
4665,Экспериментальная хирургия и анестезиология,,,М-во здравоохранения СССР,1956,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,Двухмес,Летопись печатных и периодических изданий СССР. 1961 - 1965,ЖУРНАЛЫ,30.0,3684.0,30.0,3764.0,40.0,3884.0,50.0,3776.0,50.0,4572.0
4666,Актуальные вопросы хирургии,,,,,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,72.0,21964600.0,,,,,129.0,600.0,,
4667,"Вопросы восстановительной хирургии, травматологии и ортопедии",,,Свердл. науч.-исслед. ин-т травматологии и ортопедии,,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,126.0,1000.0,,,217.0,1000.0,,
4668,Вопросы клинической и экспериментальной онкологии,,,Кирг. респ. о-во онкологов,1964,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,150.0,1000.0,60.0,1000.0
4669,Вопросы клинической и экспериментальной урологии,,,Ин-т урологии,1962,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,116.0,600.0,120.0,500.0,,,100.0,1000.0
4670,Вопросы клинической хирургии,,,Ижев. гос. мед. ин-т. 1-я респ. клинич. больница Удм. АССР,1958,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,,,95.0,1000.0
4671,Вопросы практической хирургии,,,Тю-мен. обл. больница. Тюмен. обл. хирургич. о-во,1961,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,100.0,2000.0,,,,,,,,
4567,Вопросы рентгенологии и онкологии,См. 4567.,См. 4567.,См. 4567.,См. 4567.,См. 4567.,См. 4567.,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,,,,
4672,Вопросы современной хирургии,,,Киевский ин-т усовершенствования врачей,1962,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,100.0,1000.0,,,100.0,1000.0
4673,Вопросы травматизма,,,Волгогр. гос. мед. ин-т,1960,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,152.0,1000.0,,,,
4674,"Вопросы травматизма, последствий травм и ортопедии",,,Львовский мед. ин-т. Львовское обл. науч.-мед. о-во ортопедов-травматоло-гов,1960,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,150.0,1000.0,,,,
4675,Вопросы травматологии и ортопедии,,,Киевский науч.-исслед. ин-т ортопедии и травматологии,,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,120.0,1050.0,,,,,,
4676,Вопросы травматологии и ортопедии,,,"Иркут, гос. науч.-исслед. ин-т травматологии и ортопедии, Иркут. обл. отд. здравоохранения РСФСР, Вост.-Сиб. совет нар. хоз-ва",1951,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,45.0,1567.0,80.0,1000.0,70.0,2000.0,,,83.0,2000.0
4677,"Вопросы травматологии, ортопедии и восстановительной хирургии",,,,1965,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,,,92.0,500.0
4678,Вопросы урологии,,,Киевский ин-т усовершенствования врачей,1964,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,138.0,1150.0,,
4679,Вопросы экспериментальной онкологии,,,Укр. науч.-исслед. ин-т эксперим. и клинич. онкологии,1965,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,,,161.0,1000.0
4680,Клиника и лечение злокачественных новообразований,,,Латв. ин-т эксперим. и клинич. медицины,,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,126.0,1000.0,,
4681,Клиническая онкология,,,Киевскийнауч.-исслед. рентгено-радиол. и онкол. ин-т,1965,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,,,133.0,1000.0
4682,Материалы по борьбе со злокачественными опухолями,,,Респ. онкол. диспансер и Клиника фак. хирургии БГМИ [Башк. гос. мед. ин-та],1951,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,23.0,1000.0,23.0,300.0,16.0,500.0
4683,Новые хирургические аппараты и инструменты и опыт их применения,,,Науч.-исслед. ин-т эксперим. хирургич. аппаратуры и инструментов,1957,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,70.0,2000.0,,,,,,,,
4684,Проблемы нейрохирургии,,,Укр. науч.-исслед. ин-т нейрохирургии,1955,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,142.0,1200.0,,,,
4685,Проблемы современной нейрохирургии,,,Науч-исслед. ин-т нейрохирургии им. акад. Н. Н. Бурденко,,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,162.0,,,,,,,
4686,Протезирование и протезостроение,,,"Центр, науч.-исслед. ин-т протезирования и протезостроения",1948,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,75.0,1000.0,130.0,750.0,113.0,750.0,120.0,750.0,108.0,788.0
4687,Сборник научных работ Горьковского научно-исследовательского института травмотологии и ортопедии,,,Горьковского научно-исследовательского института травмотологии и ортопедии,1951,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,77.0,1000.0,,,,,,,,
4688,Сборник научных трудов,,,Донецкий науч.-исслед. ин-т травматологии и ортопедии,1960,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,187.0,1000.0,,,,,,
4689,Сборник научных трудов,,,Ереванский науч.-исслед. ин-т травматологии и ортопедии им. проф. X. А. Петросяна,,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,214.0,500.0,,,,,,,200.0,500.0
4690,Сборник научных трудов Кафедры факультетской хирургии АГМИ [Алма-Ат,,,Врачебно-сан. служба Каз. ж. д.,1962,,,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,100.0,1000.0,,
4569,"Сборник научных трудов Научно-исследовательского института рентгенологии, радиологии и онкологии Министерства здравоохранения УзССР",См. 4569.,См. 4569.,См. 4569.,См. 4569.,См. 4569.,См. 4569.,к)Хирургия. Ортопедия. Травматология. Урология. Онкология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,,,,
